id;ingredient;similars;co2id
682;a handful of watercress or spinach, well washed and stems trimmed;"['Mustard seed' 'Butter beans' 'Sunflower seed' 'Tangerines' 'Green beans'
 'Button squash' 'Rape seed' 'Chick peas' 'Aubergines' 'Cashew nut']";0
683;1 or 2 limes;"['Olives' 'Gooseberries' 'Cherries' 'Tomatoes' 'Tomatoes' 'Rock fish'
 'Swordfish' 'Lime' 'Sole' 'Nectarines']";
684;4 pkg. (8 oz. each) PHILADELPHIA Cream Cheese, softened;"['Sesame seed' 'Sunflower seed' 'Rape seed' 'Cheese' 'Peaches' 'Sea bass'
 'Rockmelon' 'Chestnuts' 'Cashew nut' 'Cranberries']";
685;12 strips tomato;"['Tomatoes' 'Tomatoes' 'Shark mako' 'Ling common' 'Apricot' 'Potatoes'
 'Beetroot' 'Mushrooms' 'Nectarines' 'Pistachios']";
686;1 1/2 pound strawberries, stemmed and quarted;"['Strawberries' 'Strawberries' 'Sunflower seed' 'Cranberries'
 'Gooseberries' 'Ground nuts' 'Blueberries' 'Raspberries' 'Aubergines'
 'Cashew nut']";
687;1 tablespoon garlic, finely chopped;"['Cantelope' 'Tangerines' 'Sesame seed' 'Mustard seed' 'Cauliflowers'
 'Diamond fish' 'Kangaroo' 'Mandarin' 'Rock fish' 'Mandarins']";
688;5-6 ripe fuyu persimmons;"['Aubergines' 'Grapefruit' 'Ling common' 'Watermelons' 'Peppers' 'Gherkins'
 'Cucumbers' 'Capsicums' 'Pistachios' 'Chick peas']";0
689;2 thin slices Virginia ham;"['Button squash' 'Chicken' 'Quinces' 'Pilchard' 'Artichokes' 'Kiwi fruit'
 'Nectarines' 'Cuttlefish' 'Chick peas' 'Pineapples']";
690;1/2 cup (2 ounces) coarsely grated cheddar;"['Mustard seed' 'Sunflower seed' 'Sesame seed' 'Green beans' 'Gooseberries'
 'Lobster' 'Quinces' 'Mussels' 'Spinach' 'Peaches']";
691;2 egg yokes;"['Eggs' 'Aubergines' 'Artichokes' 'Cheese' 'Melons' 'Swedes' 'Melons'
 'Butter beans' 'Peppers' 'Peaches']";
692;Salz und Pfeffer, evtl. gekörnte Brühe;"['Sunflower seed' 'Tangerines' 'Blueberries' 'Hazelnuts' 'Aubergines'
 'Cranberries' 'Ground nuts' 'Almond milk' 'Green beans' 'Strawberries']";0
693;1 seedless cucumber, sliced;"['Cucumbers' 'Blueberries' 'Gooseberries' 'Aubergines' 'Green beans'
 'Raspberries' 'Capsicums' 'Rape seed' 'Cranberries' 'Sesame seed']";
694;1 tbsp fresh parsley leaves, chopped;"['Sesame seed' 'Green beans' 'Butter beans' 'Mustard seed' 'Asparagus'
 'Cantelope' 'Chick peas' 'Shark mako' 'Barley' 'Peaches']";0
695;1 1/2 tablespoons fresh lemon juice (1 small lemon);"['Green beans' 'Sesame seed' 'Almond milk' 'Diamond fish' 'Coconut milk'
 'Capsicums' 'Hazelnuts' 'Cantelope' 'Rape seed' 'Cashew nut']";0
696;6 green onion tops (about 7-inch length);"['Green beans' 'Ground nuts' 'Coconut milk' 'Beetroot' 'Artichokes'
 'Nectarines' 'Button squash' 'Lettuce' 'Lentils' 'Whiting']";
697;1 small minced garlic clove;"['Kangaroo' 'Mandarin' 'Mandarins' 'Cantelope' 'Pineapples' 'Ling common'
 'Cauliflowers' 'Buffalo milk' 'Garlic' 'Mackerel']";
698;2 tablespoons (1/4 stick) butter, melted;"['Coconut milk' 'Mackerel' 'Capsicums' 'Rape seed' 'Watermelons'
 'Raspberries' 'Butter beans' 'Mustard seed' 'Gooseberries'
 'Sunflower seed']";
699;1 cup packed light brown sugar;"['Button squash' 'Pumpkins' 'Rockmelon' 'Watermelons' 'Cauliflowers'
 'Melons' 'Melons' 'Sunflower seed' 'Mackerel' 'Kangaroo']";0
700;6 oz wonton wrappers;"['Pineapples' 'Grapes' 'Strawberries' 'Strawberries' 'Peppers' 'Cowpeas'
 'Potatoes' 'Tomatoes' 'Tomatoes' 'Sunflower seed']";0
701;2 links hot Italian sausage, chopped;"['Button squash' 'Pistachios' 'Sunflower seed' 'Cantelope' 'Pineapples'
 'Artichokes' 'Ling common' 'Sesame seed' 'Mustard seed' 'Walnuts']";
702;3 cups Homemade Beef Stock Homemade Beef Stock;"['Mustard seed' 'Beetroot' 'Sesame seed' 'Sunflower seed' 'Haddock'
 'Tomatoes' 'Tomatoes' 'Rape seed' 'Rockmelon' 'Shark mako']";0
703;1/2 Cup Cold Water;"['Watermelons' 'Butter' 'Celery' 'Lobster' 'Potatoes' 'Tomatoes' 'Tomatoes'
 'Eggplants' 'Cucumbers' 'Cantelope']";0
704;2 tablespoons fresh lemon juice;"['Rape seed' 'Cantelope' 'Cashew nut' 'Grapefruit' 'Cuttlefish'
 'Raspberries' 'Almond milk' 'Green beans' 'Mustard seed' 'Diamond fish']";0
705;1 cup raspberries;"['Raspberries' 'Cranberries' 'Strawberries' 'Strawberries' 'Blueberries'
 'Gooseberries' 'Aubergines' 'Cherries' 'Cucumbers' 'Grapefruit']";
706;1 1/2 tablespoons butter;"['Raspberries' 'Gooseberries' 'Butter' 'Walnuts' 'Lobster' 'Chestnuts'
 'Hazelnuts' 'Cashew nut' 'Ground nuts' 'Cranberries']";
707;3/4 teaspoon fine sea salt;"['Diamond fish' 'Button squash' 'Rape seed' 'Tangerines' 'Nectarines'
 'Green beans' 'Sesame seed' 'Raspberries' 'Butter beans' 'Fennel']";0
708;1 tablespoon tamarind paste;"['Mandarins' 'Nectarines' 'Strawberries' 'Strawberries' 'Mandarin'
 'Asparagus' 'Tangerines' 'Aubergines' 'Diamond fish' 'Buffalo milk']";0
709;1 teaspoon dried oregano;"['Butter beans' 'Raspberries' 'Rape seed' 'Nectarines' 'Shark mako'
 'Cashew nut' 'Cranberries' 'Sesame seed' 'Mustard seed' 'Coconut milk']";0
710;1 teaspoon vanilla extract;"['Coconut milk' 'Beetroot' 'Asparagus' 'Pineapples' 'Almond milk'
 'Raspberries' 'Green beans' 'Diamond fish' 'Butter beans' 'Cauliflowers']";0
711;Salsa;"['Salmon' 'Walnuts' 'Sea bass' 'Oats' 'Sole' 'Peas' 'Hazelnuts' 'Dates'
 'Pears' 'Pineapples']";
712;12 oz (1 1/2 packages) cream cheese, softened;"['Sesame seed' 'Sunflower seed' 'Rockmelon' 'Rape seed' 'Mustard seed'
 'Peaches' 'Mackerel' 'Chick peas' 'Tangerines' 'Cashew nut']";
713;3 tablespoons instant vanilla pudding mix;"['Almond milk' 'Coconut milk' 'Capsicums' 'Diamond fish' 'Button squash'
 'Lentils' 'Whiting' 'Mandarin' 'Rutabage' 'Asparagus']";0
714;1 1/2 teaspoons salt;"['Button squash' 'Watermelons' 'Green beans' 'Beans' 'Butter beans'
 'Diamond fish' 'Melons' 'Melons' 'Peanuts' 'Beetroot']";0
715;1/4 tsp. ground nutmeg;"['Ground nuts' 'Cashew nut' 'Almond milk' 'Trout' 'Coconut milk' 'Apricot'
 'Beetroot' 'Chestnuts' 'Asparagus' 'Cucumbers']";0
716;1 1/4 cups low-sodium fat-free chicken broth;"['Sunflower seed' 'Chicken' 'Pomfret' 'Apricot' 'Pistachios' 'Kiwi fruit'
 'Green beans' 'Cauliflowers' 'Diamond fish' 'Mustard seed']";0
717;Juice of 2 limes;"['Quinces' 'Cucumbers' 'Aubergines' 'Chick peas' 'Pineapples' 'Artichokes'
 'Olives' 'Butter beans' 'Cauliflowers' 'Sunflower seed']";
718;1 tsp vegetable oil;"['Cuttlefish' 'Raspberries' 'Buffalo milk' 'Strawberries' 'Strawberries'
 'Lentils' 'Beetroot' 'Rutabage' 'Pineapples' 'Pistachios']";0
719;green onions, chopped;"['Green beans' 'Artichokes' 'Pineapples' 'Pistachios' 'Ling common'
 'Watermelons' 'Onion' 'Melons' 'Melons' 'Fennel']";
720;7 oz. cleaned squid;"['Sesame seed' 'Button squash' 'Avocados' 'Rape seed' 'Nectarines'
 'Almond milk' 'Squid' 'Ground nuts' 'Beans' 'Green beans']";
721;12 (1/4-inch-thick) slices peeled avocado (about 1 1/2 medium);"['Chick peas' 'Coconut milk' 'Ling common' 'Avocados' 'Cantelope'
 'Artichokes' 'Pineapples' 'Sesame seed' 'Sunflower seed' 'Quinces']";
722;2 legs prepared duck confit;"['Grapefruit' 'Mustard seed' 'Apricot' 'Haddock' 'Broccoli' 'Broccoli'
 'Asparagus' 'Eggplants' 'Rock fish' 'Anglerfish']";
723;3 tablespoons fresh lime juice;"['Diamond fish' 'Cashew nut' 'Cuttlefish' 'Grapefruit' 'Almond milk'
 'Sesame seed' 'Raspberries' 'Gooseberries' 'Mustard seed' 'Button squash']";0
724;1 cup shelled English peas, fresh or frozen;"['Chick peas' 'Mustard seed' 'Sunflower seed' 'Anglerfish' 'Cuttlefish'
 'Tangerines' 'Blueberries' 'Ling common' 'Gooseberries' 'Cauliflowers']";
725;1/2 cup (1 stick)  unsalted butter;"['Mustard seed' 'Capsicums' 'Ground nuts' 'Butter' 'Pumpkins' 'Rape seed'
 'Cucumbers' 'Chestnuts' 'Cashew nut' 'Chick peas']";
726;2 tsp baking powder;"['Ginger' 'Cauliflowers' 'Rutabage' 'Nectarines' 'Tangerines' 'Ling common'
 'Raspberries' 'Strawberries' 'Strawberries' 'Orange']";0
727;1 teaspoon minced peeled fresh ginger, divided;"['Diamond fish' 'Tangerines' 'Pineapples' 'Raspberries' 'Gooseberries'
 'Coconut milk' 'Sunflower seed' 'Peppers' 'Rock fish' 'Rape seed']";0
728;1 cup sour cream;"['Cream' 'Butter beans' 'Button squash' 'Sunflower seed' 'Currants'
 'Mushrooms' 'Porbeagle' 'Rape seed' 'Chick peas' 'Ling common']";
729;1/4 teaspoon ground cumin;"['Ground nuts' 'Coconut milk' 'Tangerines' 'Almond milk' 'Diamond fish'
 'Mandarin' 'Kangaroo' 'Capsicums' 'Mandarins' 'Cashew nut']";0
730;3/4 cup chopped walnuts;"['Ground nuts' 'Walnuts' 'Peanuts' 'Chestnuts' 'Hazelnuts' 'Octopus'
 'Cowpeas' 'Currants' 'Eggplants' 'Artichokes']";
731;1 (18 ounce) package frozen or fresh gnocchi;"['Sunflower seed' 'Tangerines' 'Anglerfish' 'Nectarines' 'Blueberries'
 'Gooseberries' 'Mackerel' 'Aubergines' 'Cranberries' 'Green beans']";0
732;6 slices Smoked Bacon (chopped);"['Pistachios' 'Chick peas' 'Diamond fish' 'Peaches' 'Soybean' 'Almonds'
 'Chicken' 'Cantelope' 'Artichokes' 'Pineapples']";
733;1 cup shredded Parmesan cheese;"['Peaches' 'Green beans' 'Mustard seed' 'Butter beans' 'Currants'
 'Mushrooms' 'Pistachios' 'Cranberries' 'Blueberries' 'Watermelons']";
734;1 medium onion, sliced thin;"['Diamond fish' 'Sunflower seed' 'Sesame seed' 'Almond milk'
 'Button squash' 'Zucchini' 'Rape seed' 'Pistachios' 'Kiwi fruit'
 'Nectarines']";
735;1/4 cup blue cheese, crumbled;"['Sunflower seed' 'Rape seed' 'Cucumbers' 'Blueberries' 'Mustard seed'
 'Cheese' 'Peaches' 'Pilchard' 'Aubergines' 'Raspberries']";
736;3 tablespoons all-purpose flour;"['Coconut milk' 'Cauliflowers' 'Button squash' 'Octopus' 'Peppers'
 'Rutabage' 'Mackerel' 'Chestnuts' 'Asparagus' 'Hazelnuts']";0
737;1 tablespoon of white miso;"['Coconut milk' 'Diamond fish' 'Cuttlefish' 'Almond milk' 'Raspberries'
 'Lentils' 'Walnuts' 'Mushrooms' 'Rock fish' 'Rape seed']";0
738;ice water;"['Pilchard' 'Rice' 'Dates' 'Pears' 'Wheat' 'Pineapples' 'Chick peas'
 'Butter' 'Ginger' 'Celery']";0
739;1/2 lb. pork sausages;"['Button squash' 'Sunflower seed' 'Asparagus' 'Porbeagle' 'Orange' 'Grapes'
 'Rutabage' 'Potatoes' 'Tomatoes' 'Tomatoes']";
740;1/3 cup chopped fresh parsley;"['Porbeagle' 'Diamond fish' 'Mustard seed' 'Cheese' 'Barley' 'Cowpeas'
 'Peppers' 'Cherries' 'Mackerel' 'Mushrooms']";0
741;12 cannoli shells;"['Anglerfish' 'Fennel' 'Olives' 'Cauliflowers' 'Mussels' 'Peaches'
 'Sunflower seed' 'Broccoli' 'Broccoli' 'Avocados']";0
742;1 pound ground sirloin;"['Ground nuts' 'Almond milk' 'Coconut milk' 'Mandarin' 'Kangaroo'
 'Mandarins' 'Tangerines' 'Onion' 'Mustard seed' 'Diamond fish']";
743;2 Knoblauchzehe(n), klein gehackt;"['Hazelnuts' 'Cashew nut' 'Blueberries' 'Green beans' 'Ground nuts'
 'Sunflower seed' 'Pollock' 'Kangaroo' 'Gherkins' 'Zucchini']";0
744;Butter;"['Butter' 'Butter beans' 'Cuttlefish' 'Blueberries' 'Lobster' 'Lettuce'
 'Potatoes' 'Rutabage' 'Beetroot' 'Button squash']";
745;1/3 cup chopped peanuts;"['Ground nuts' 'Butter beans' 'Peanuts' 'Chestnuts' 'Chick peas'
 'Green beans' 'Walnuts' 'Octopus' 'Cowpeas' 'Currants']";
746;1/4 cup water;"['Butter' 'Cucumbers' 'Dates' 'Watermelons' 'Butter beans' 'Lobster'
 'Peppers' 'Sunflower seed' 'Mackerel' 'Tomatoes']";0
747;1/4 teaspoon freshly ground pepper, plus more to taste;"['Ground nuts' 'Gooseberries' 'Raspberries' 'Button squash'
 'Sunflower seed' 'Hazelnuts' 'Rape seed' 'Pineapples' 'Tangerines'
 'Cashew nut']";0
748;1/2 Stange/n Porree, klein gehackt;"['Tangerines' 'Strawberries' 'Strawberries' 'Cranberries' 'Green beans'
 'Herring' 'Porbeagle' 'Anglerfish' 'Nectarines' 'Raspberries']";0
749;1/2 teaspoon salt;"['Button squash' 'Beans' 'Watermelons' 'Melons' 'Melons' 'Diamond fish'
 'Peanuts' 'Sea bass' 'Beetroot' 'Mushrooms']";0
750;2 cups heavy cream;"['Mushrooms' 'Cream' 'Guavas' 'Mustard seed' 'Peaches' 'Pilchard'
 'Mackerel' 'Cherries' 'Sea bass' 'Asparagus']";
751;1 small onion, diced;"['Almond milk' 'Onion' 'Cauliflowers' 'Buffalo milk' 'Diamond fish'
 'Garlic' 'Salmon' 'Quinces' 'Pollock' 'Almonds']";
752;15 Ounces Crushed Tomatoes;"['Tomatoes' 'Tomatoes' 'Potatoes' 'Sunflower seed' 'Mushrooms' 'Cashew nut'
 'Ground nuts' 'Sesame seed' 'Cheese' 'Octopus']";
753;1 2-inch piece ginger, peeled, julienned;"['Tangerines' 'Sunflower seed' 'Pineapples' 'Chick peas' 'Kiwi fruit'
 'Sesame seed' 'Ginger' 'Chicken' 'Whiting' 'Mackerel']";0
754;3 Fun size Reeses Peanut Butter Cups, chopped to garnish ganache;"['Butter beans' 'Nectarines' 'Watermelons' 'Sesame seed' 'Diamond fish'
 'Button squash' 'Sunflower seed' 'Peppers' 'Peanuts' 'Mandarin']";0
755;250 ml Wasser;"['Sea bass' 'Raspberries' 'Watermelons' 'Celery' 'Lobster' 'Walnuts'
 'Mussels' 'Tomatoes' 'Mackerel' 'Tomatoes']";0
756;4 eggs;"['Eggs' 'Peas' 'Figs' 'Eggplants' 'Aubergines' 'Chick peas' 'Beans' 'Dates'
 'Pears' 'Melons']";
757;1 tbsp. olive oil;"['Olives' 'Cuttlefish' 'Sole' 'Almond milk' 'Raspberries' 'Strawberries'
 'Strawberries' 'Coconut milk' 'Buffalo milk' 'Pomelo']";0
758;Garnish: fresh flat-leaf parsley sprigs and lemon wedges;"['Sesame seed' 'Gooseberries' 'Rape seed' 'Green beans' 'Watermelons'
 'Cauliflowers' 'Gherkins' 'Cherries' 'Asparagus' 'Pistachios']";0
759;4 tbsp. butter;"['Butter' 'Lobster' 'Raspberries' 'Butter beans' 'Cuttlefish' 'Cashew nut'
 'Gooseberries' 'Strawberries' 'Strawberries' 'Rabbit']";
760;6 cups peeled, sliced Granny Smith apples (about 1 1/2 pounds);"['Pineapples' 'Ground nuts' 'Blueberries' 'Diamond fish' 'Grapes' 'Almonds'
 'Peanuts' 'Octopus' 'Currants' 'Cantelope']";
761;1 cup potatoes, leftover sauteed, diced;"['Sunflower seed' 'Mustard seed' 'Sesame seed' 'Gooseberries' 'Potatoes'
 'Rape seed' 'Cuttlefish' 'Butter beans' 'Tomatoes' 'Tomatoes']";
762;1/2 inch Ginger;"['Ginger' 'Spinach' 'Quinces' 'Whiting' 'Zucchini' 'Pilchard' 'Artichokes'
 'Pistachios' 'Anglerfish' 'Tangerines']";0
763;1 clove crushed garlic;"['Sunflower seed' 'Garlic' 'Pilchard' 'Rape seed' 'Porbeagle' 'Nectarines'
 'Anglerfish' 'Blueberries' 'Sesame seed' 'Almond milk']";
764;3 cups confectioner’s sugar, sifted;"['Sunflower seed' 'Mustard seed' 'Button squash' 'Nectarines' 'Blueberries'
 'Gooseberries' 'Zucchini' 'Rape seed' 'Aubergines' 'Raspberries']";0
765;2 Tbsp. I Can't Believe It's Not Butter!® Spread;"['Butter beans' 'Rape seed' 'Cantelope' 'Cranberries' 'Blueberries'
 'Sesame seed' 'Cauliflowers' 'Butter' 'Beetroot' 'Chestnuts']";0
766;1 tbsp. balsamic vinegar;"['Kangaroo' 'Chick peas' 'Raspberries' 'Butter beans' 'Cauliflowers'
 'Salmon' 'Olives' 'Ginger' 'Spinach' 'Whiting']";0
767;2 sprigs fresh thyme;"['Raspberries' 'Asparagus' 'Kiwi fruit' 'Gooseberries' 'Diamond fish'
 'Pomfret' 'Mussels' 'Apricot' 'Cherries' 'Rock fish']";0
768;1/2 cup packed light brown sugar;"['Button squash' 'Pumpkins' 'Rockmelon' 'Watermelons' 'Cauliflowers'
 'Melons' 'Melons' 'Sunflower seed' 'Mackerel' 'Kangaroo']";0
769;1 tsp. baking powder;"['Ginger' 'Cauliflowers' 'Rutabage' 'Nectarines' 'Tangerines' 'Ling common'
 'Raspberries' 'Strawberries' 'Strawberries' 'Orange']";0
770;2 1/4 cups granulated sugar;"['Currants' 'Mustard seed' 'Button squash' 'Walnuts' 'Peanuts'
 'Sunflower seed' 'Kangaroo' 'Mandarin' 'Chestnuts' 'Eggplants']";0
771;2 tablespoons chopped parsley leaves;"['Rape seed' 'Raspberries' 'Butter beans' 'Mustard seed' 'Gooseberries'
 'Button squash' 'Peppers' 'Mackerel' 'Asparagus' 'Mandarins']";0
772;1 cup Milk;"['Milk' 'Coconut milk' 'Buffalo milk' 'Almond milk' 'Pumpkins' 'Soy-milk'
 'Duck' 'Squid' 'Maize' 'Melons']";
773;4 large eggs (locally raised and cage-free if possible);"['Diamond fish' 'Porbeagle' 'Mandarins' 'Pistachios' 'Tangerines'
 'Almond milk' 'Watermelons' 'Avocados' 'Mandarin' 'Broccoli']";
774;1/4 cup plus 1 teaspoon apple cider vinegar;"['Tangerines' 'Sesame seed' 'Butter beans' 'Sunflower seed' 'Rape seed'
 'Chick peas' 'Nectarines' 'Pineapples' 'Aubergines' 'Raspberries']";0
775;4 scallions, trimmed and very thinly sliced;"['Sesame seed' 'Mustard seed' 'Mandarins' 'Tangerines' 'Pistachios'
 'Nectarines' 'Almond milk' 'Cranberries' 'Buffalo milk' 'Gooseberries']";0
776;1 6oz. can of Italian Style tomato paste;"['Nectarines' 'Coconut milk' 'Sea bass' 'Potatoes' 'Tomatoes' 'Tomatoes'
 'Mandarins' 'Rock fish' 'Ground nuts' 'Diamond fish']";
777;4 Cloves Garlic, Smashed;"['Sunflower seed' 'Sesame seed' 'Garlic' 'Mustard seed' 'Capsicums'
 'Chick peas' 'Anglerfish' 'Cuttlefish' 'Cowpeas' 'Peaches']";
778;3/4 cup Hollandaise Sauce;"['Mandarins' 'Mustard seed' 'Mandarin' 'Eggplants' 'Cashew nut'
 'Ground nuts' 'Diamond fish' 'Butter beans' 'Button squash' 'Guavas']";0
779;3 cups hot cooked short-grain rice;"['Aubergines' 'Gooseberries' 'Mustard seed' 'Cherries' 'Zucchini'
 'Rock fish' 'Rockmelon' 'Nectarines' 'Artichokes' 'Blueberries']";
780;2 c powdered sugar;"['Sunflower seed' 'Chick peas' 'Cauliflowers' 'Swedes' 'Button squash'
 'Peppers' 'Cowpeas' 'Mackerel' 'Swordfish' 'Porbeagle']";0
781;2 tsp baking soda;"['Butter beans' 'Pumpkins' 'Nectarines' 'Green beans' 'Sesame seed'
 'Ling common' 'Raspberries' 'Quinoa' 'Mustard seed' 'Button squash']";0
782;4 tablespoons (1/2 stick) unsalted butter, melted and cooled;"['Butter beans' 'Sunflower seed' 'Watermelons' 'Gooseberries'
 'Mustard seed' 'Mackerel' 'Capsicums' 'Rockmelon' 'Green beans'
 'Raspberries']";
783;3 cloves garlic, chopped;"['Sunflower seed' 'Artichokes' 'Sesame seed' 'Garlic' 'Mustard seed'
 'Peaches' 'Nectarines' 'Chick peas' 'Cauliflowers' 'Olives']";
784;2 lbs ground beef;"['Ground nuts' 'Green beans' 'Blueberries' 'Almond milk' 'Cranberries'
 'Diamond fish' 'Mustard seed' 'Almonds' 'Sunflower seed' 'Rape seed']";
785;2 tsp curry;"['Raspberries' 'Turkey' 'Currants' 'Cucumbers' 'Asparagus' 'Capsicums'
 'Cashew nut' 'Blueberries' 'Ground nuts' 'Oats']";0
786;1/2 cup sour cream;"['Cream' 'Butter beans' 'Button squash' 'Sunflower seed' 'Currants'
 'Mushrooms' 'Porbeagle' 'Rape seed' 'Chick peas' 'Ling common']";
787;2 medium sweet onions, thinly sliced;"['Sesame seed' 'Sunflower seed' 'Lentils' 'Beetroot' 'Rape seed'
 'Pistachios' 'Mustard seed' 'Button squash' 'Quinces' 'Lettuce']";
788;1 cucumber, peeled, halved lengthwise, seeded, and cut into 12 (7-inch) julienne-cut strips;"['Aubergines' 'Green beans' 'Cucumbers' 'Sesame seed' 'Button squash'
 'Sunflower seed' 'Zucchini' 'Rape seed' 'Pistachios' 'Cuttlefish']";
789;Kosher salt;"['Wheat' 'Cashew nut' 'Yoghurt' 'Lobster' 'Gooseberries' 'Cherries'
 'Gherkins' 'Porbeagle' 'Mushrooms' 'Chestnuts']";0
790;2 tbsps. fresh basil, minced;"['Sesame seed' 'Buffalo milk' 'Sea bass' 'Nectarines' 'Aubergines'
 'Green beans' 'Butter beans' 'Mustard seed' 'Button squash' 'Cream']";0
791;1 loaf (1 lb.) stale, firm-textured white bread, crusts discarded;"['Butter beans' 'Green beans' 'Blueberries' 'Gooseberries' 'Mustard seed'
 'Cashew nut' 'Raspberries' 'Sesame seed' 'Ground nuts' 'Sunflower seed']";0
792;1/4 cup shredded lettuce;"['Mustard seed' 'Lettuce' 'Rape seed' 'Cashew nut' 'Green beans' 'Cheese'
 'Butter' 'Sunflower seed' 'Mussels' 'Mackerel']";
793;2 1/2 teaspoons white vinegar.;"['Whiting' 'Tangerines' 'Cashew nut' 'Coconut milk' 'Gooseberries'
 'Kangaroo' 'Rape seed' 'Nectarines' 'Sesame seed' 'Watermelons']";0
794;1 cup julienne-cut carrot;"['Beetroot' 'Carrots' 'Nectarines' 'Coconut milk' 'Ginger' 'Fennel'
 'Quinoa' 'Turbot' 'Peanuts' 'Spinach']";
795;4 ounces milk chocolate, finely chopped;"['Sesame seed' 'Cantelope' 'Almond milk' 'Coconut milk' 'Mustard seed'
 'Sunflower seed' 'Pilchard' 'Tomatoes' 'Zucchini' 'Broccoli']";0
796;2 lemons, thinly sliced and halved, plus more for serving;"['Pineapples' 'Almond milk' 'Sesame seed' 'Mandarin' 'Mandarins'
 'Artichokes' 'Chick peas' 'Diamond fish' 'Sunflower seed' 'Lentils']";
797;1 tablespoon unsweetened cocoa powder;"['Cantelope' 'Rape seed' 'Sesame seed' 'Gooseberries' 'Cauliflowers'
 'Button squash' 'Sunflower seed' 'Walnuts' 'Peppers' 'Lobster']";0
798;2 medium garlic cloves, minced;"['Cauliflowers' 'Buffalo milk' 'Mustard seed' 'Sunflower seed' 'Nectarines'
 'Artichokes' 'Megrim' 'Olives' 'Garlic' 'Quinces']";
799;2 green chile peppers, chopped;"['Green beans' 'Peppers' 'Sunflower seed' 'Artichokes' 'Anglerfish'
 'Chick peas' 'Pineapples' 'Sesame seed' 'Peaches' 'Lentils']";
800;2 large tomatoes, sliced;"['Tomatoes' 'Tomatoes' 'Potatoes' 'Sunflower seed' 'Rape seed' 'Shark mako'
 'Sesame seed' 'Mustard seed' 'Garlic' 'Lettuce']";
801;8 flour tortillas;"['Blueberries' 'Buffalo milk' 'Currants' 'Sunflower seed' 'Cuttlefish'
 'Ground nuts' 'Almond milk' 'Turbot' 'Butter beans' 'Cauliflowers']";0
802;1 teaspoon pure vanilla extract;"['Coconut milk' 'Cashew nut' 'Pineapples' 'Cauliflowers' 'Butter beans'
 'Button squash' 'Peppers' 'Peanuts' 'Apricot' 'Currants']";0
803;1 medium tomato, minced;"['Tomatoes' 'Tomatoes' 'Nectarines' 'Buffalo milk' 'Lettuce' 'Quinces'
 'Potatoes' 'Sesame seed' 'Almond milk' 'Coconut milk']";
804;1½ c finely ground almond meal (I like the one from Bob's Red Mill);"['Almond milk' 'Ground nuts' 'Diamond fish' 'Sesame seed' 'Buffalo milk'
 'Sunflower seed' 'Pineapples' 'Watermelons' 'Ling common' 'Green beans']";0
805;2 russet potatoes (1 1/4 pounds total), cut into very thin slices with a handheld slicer;"['Sunflower seed' 'Butter beans' 'Sesame seed' 'Ground nuts' 'Green beans'
 'Mustard seed' 'Button squash' 'Rape seed' 'Raspberries' 'Diamond fish']";
806;1 (16-ounce) carton vanilla low-fat yogurt;"['Ground nuts' 'Coconut milk' 'Cauliflowers' 'Button squash'
 'Sunflower seed' 'Yoghurt' 'Peanuts' 'Potatoes' 'Zucchini' 'Rutabage']";0
807;1 1/2 cinnamon sticks;"['Diamond fish' 'Almond milk' 'Coconut milk' 'Capsicums' 'Pistachios'
 'Artichokes' 'Watermelons' 'Ground nuts' 'Ling common' 'Buffalo milk']";0
808;1/3 cup mini semi-sweet chocolate chips;"['Pistachios' 'Quinces' 'Beetroot' 'Mushrooms' 'Pineapples' 'Cuttlefish'
 'Artichokes' 'Ling common' 'Butter beans' 'Coconut milk']";0
809;1/2 pound pancetta (sliced 1/4 “ thick at the deli, and cut into lardons);"['Ground nuts' 'Chick peas' 'Cashew nut' 'Watermelons' 'Coconut milk'
 'Zucchini' 'Mandarins' 'Hazelnuts' 'Rockmelon' 'Pistachios']";0
810;1 1/2 cups chopped onion, divided;"['Mustard seed' 'Zucchini' 'Rape seed' 'Mushrooms' 'Aubergines'
 'Cashew nut' 'Pistachios' 'Raspberries' 'Ling common' 'Coconut milk']";
811;1/2 cup ketchup;"['Turkey' 'Peaches' 'Chicken' 'Octopus' 'Lettuce' 'Spinach' 'Zucchini'
 'Mackerel' 'Pumpkins' 'Rockmelon']";
812;8-10 tablespoons olive oil;"['Almond milk' 'Coconut milk' 'Buffalo milk' 'Watermelons' 'Raspberries'
 'Strawberries' 'Gooseberries' 'Diamond fish' 'Strawberries' 'Fennel']";0
813;2 tbsp olive oil;"['Olives' 'Cuttlefish' 'Sole' 'Almond milk' 'Raspberries' 'Strawberries'
 'Strawberries' 'Coconut milk' 'Buffalo milk' 'Pomelo']";0
814;2 teaspoons paprika;"['Coconut milk' 'Mandarin' 'Mandarins' 'Asparagus' 'Beans' 'Watermelons'
 'Green beans' 'Almond milk' 'Raspberries' 'Butter beans']";
815;1 1/4 cups panko;"['Chick peas' 'Butter beans' 'Quinoa' 'Buffalo' 'Currants' 'Kangaroo'
 'Pumpkins' 'Eggplants' 'Cantelope' 'Cucumbers']";0
